"Index","EBAY","JPM","K"
2011-02-22,21.099897642,21.30689105,21.35216299
2011-02-23,20.904138063,21.407370826,21.71562756
2011-02-24,20.9479991,21.417405169,21.520523397
2011-02-25,20.999667471,21.519484214,21.265281307
2011-02-28,20.876996991,21.269457035,21.337240055
2011-03-01,20.605515409,21.113054893,21.12899266
2011-03-02,20.68358357,20.947796777,21.399269868
2011-03-03,20.570806108,20.874729737,21.623753373
2011-03-04,20.283200177,20.831693535,22.160548753
2011-03-07,20.238694692,20.766268982,22.078436275
2011-03-08,20.20075623,20.970651607,21.933399868
2011-03-09,20.113939854,21.099281645,21.982561831
2011-03-10,20.254404795,20.935718235,22.289067174
2011-03-11,20.137922585,20.798953165,22.334013482
2011-03-14,20.133015348,20.713900567,22.153129735
2011-03-15,20.180454101,20.493493314,22.097291381
2011-03-16,20.178845091,20.47250232,22.37073672
2011-03-17,20.13120801,20.673688486,21.872498619
2011-03-18,20.357430852,21.333172995,22.418149531
2011-03-21,20.175710196,20.977315442,21.646505389
2011-03-22,20.031074661,21.019380466,21.541903253
2011-03-23,20.138254854,21.234776001,21.096551199
2011-03-24,20.382956479,21.10464053,20.503344701
2011-03-25,20.306500633,21.071204524,20.27349627
2011-03-28,19.7438381,21.282887848,20.613993266
2011-03-29,19.956151056,21.209172496,20.465014327
2011-03-30,20.117778762,21.253777029,20.171150607
2011-03-31,19.876723905,21.038960937,20.332055363
2011-04-01,20.021413038,20.878604398,20.053721777
2011-04-04,20.056758516,20.903054964,20.156922102
2011-04-05,20.246260216,21.127892175,19.802042346
2011-04-06,20.131173055,21.626915833,19.843953806
2011-04-07,19.971334187,21.566684117,19.520121201
2011-04-08,19.865353431,21.378885958,19.579969597
2011-04-11,19.891220351,21.355027632,20.040762104
2011-04-12,19.776161912,21.256758788,19.770791664
2011-04-13,19.668432313,21.16506489,19.950764941
2011-04-14,19.757579227,20.25444853,19.959376897
2011-04-15,20.101947934,20.134103452,19.823229578
2011-04-18,20.015667826,19.806563813,19.912612342
2011-04-19,19.970591364,20.351632045,19.812500996
2011-04-20,19.943498482,20.134650732,19.888337265
2011-04-21,19.897774213,19.994472756,19.63121873
2011-04-22,19.889885337,19.981521186,19.604801566
2011-04-25,20.297599384,19.958375685,19.685721366
2011-04-26,20.219617404,20.181629425,19.701021835
2011-04-27,20.528005676,20.271573918,19.8850843
2011-04-28,20.496941541,20.244250887,19.991160105
2011-04-29,20.659233547,20.091824091,20.255650635
2011-05-02,20.379713429,19.808571693,20.185809773
2011-05-03,20.320529722,20.33388229,20.210789131
2011-05-04,20.129834466,20.272607561,19.598687255
2011-05-05,20.052958806,20.493156795,19.824746386
2011-05-06,20.05407348,20.108288584,19.876306015
2011-05-09,20.174850759,20.120076311,19.332391704
2011-05-10,20.393852957,19.879973546,19.584361006
2011-05-11,20.260875984,19.551944842,19.366326511
2011-05-12,20.276081417,19.419453033,19.360180003
2011-05-13,20.448532717,19.130265686,19.49159102
2011-05-16,20.14220725,18.930251605,19.16772418
2011-05-17,20.267674791,19.543366787,19.061308602
2011-05-18,20.271218901,19.617843537,18.862833536
2011-05-19,20.25352272,19.539176559,18.710122195
2011-05-20,20.159870183,19.286594595,18.744394157
2011-05-23,19.998372615,19.329425072,18.814693782
2011-05-24,19.70541006,19.180700293,18.584967831
2011-05-25,19.620986324,19.088905966,18.705545901
2011-05-26,19.52675124,19.052267255,19.210078345
2011-05-27,19.47850388,19.091493292,18.656031301
2011-05-30,19.485106409,19.097143392,18.696777049
2011-05-31,19.512241544,19.106424754,18.80073198
2011-06-01,19.574844765,19.125799168,18.892519469
2011-06-02,19.838470047,18.94467962,18.635697645
2011-06-03,19.626981434,19.195327414,18.652619792
2011-06-06,19.415214408,18.969624117,19.029083245
2011-06-07,19.613126277,19.266655796,19.565644653
2011-06-08,19.975016049,19.315368845,19.711881213
2011-06-09,20.002662598,19.435512905,19.752053522
2011-06-10,19.884684408,19.788598088,19.524811185
2011-06-13,19.834545274,20.001827971,19.835159236
2011-06-14,19.633627355,19.730840581,18.820488434
2011-06-15,19.413635774,19.717570775,19.063245918
2011-06-16,19.370943665,19.1870359,19.068593972
2011-06-17,19.597726086,19.420444792,19.317372412
2011-06-20,19.550587167,19.147039782,19.24496473
2011-06-21,19.729853165,19.018282108,19.063147947
2011-06-22,19.639234167,19.074252949,19.126179585
2011-06-23,19.516506194,18.89738192,19.09661051
2011-06-24,19.360788432,18.593798294,20.206736329
2011-06-27,19.350938361,18.59808272,20.020351476
2011-06-28,19.306617861,18.096146431,20.271541053
2011-06-29,20.017701358,18.19360766,19.969736206
2011-06-30,20.448644356,18.57293524,19.676906666
2011-07-01,20.423316687,18.491088522,19.33423446
2011-07-04,20.413506037,18.541847697,19.346167885
2011-07-05,20.341925088,18.427903462,19.123733736
2011-07-06,20.388548788,18.230260872,19.201075517
2011-07-07,20.384675356,18.359670567,19.062085095
2011-07-08,20.478249628,18.367886759,18.723809883
2011-07-11,20.482821837,18.246158783,19.102915683
2011-07-12,20.319418838,18.403594286,19.766230861
2011-07-13,20.333209602,18.646792501,19.61991641
2011-07-14,20.359897192,19.711403658,19.766600536
2011-07-15,20.469005742,19.439305491,19.568999929
2011-07-18,20.457156698,19.855684242,19.669612785
2011-07-19,20.583295726,19.936445328,19.362447554
2011-07-20,20.369990021,20.062973856,19.423404029
2011-07-21,20.422777826,20.430036487,19.547861792
2011-07-22,20.33340605,20.451937176,19.670664943
2011-07-25,20.502259299,20.261753247,20.193615671
2011-07-26,20.70025284,20.075377131,20.254968949
2011-07-27,20.614389683,20.307034083,20.636205372
2011-07-28,20.623916059,20.307321298,20.911474344
2011-07-29,20.471412961,20.221144316,21.226118899
2011-08-01,20.587308639,20.35088477,20.949376202
2011-08-02,20.327652492,20.856908049,20.781670477
2011-08-03,20.405909558,20.729505162,20.480472409
2011-08-04,20.005907709,20.734307244,20.223798849
2011-08-05,19.776738937,21.120475962,20.437078588
2011-08-08,19.505144849,21.029355336,20.751786058
2011-08-09,20.324542076,20.796612451,20.399451324
2011-08-10,20.383811751,21.240006226,21.298178316
2011-08-11,20.371856822,21.708905573,20.465373521
2011-08-12,20.421794716,21.162825978,20.597825949
2011-08-15,20.348939314,21.009491441,20.55399882
2011-08-16,20.213592126,20.859473182,20.380765206
2011-08-17,20.216100755,21.17430482,19.925548691
2011-08-18,19.843440369,21.495783576,20.209541662
2011-08-19,19.798728877,21.319933689,19.918546036
2011-08-22,19.814860355,20.774831783,20.29521281
2011-08-23,20.035859175,21.080237071,19.604674351
2011-08-24,19.972178191,21.213449721,19.616323085
2011-08-25,19.837331476,21.197711831,19.792773586
2011-08-26,20.072839814,21.369431238,19.725757599
2011-08-29,20.186633606,21.33571666,19.74410201
2011-08-30,20.313960875,20.978635806,19.292630265
2011-08-31,20.297888364,21.00103978,19.601653397
2011-09-01,20.22866028,20.547452304,19.459741771
2011-09-02,20.096145567,20.348795619,19.894737885
2011-09-05,20.090501169,20.352051339,19.899182838
2011-09-06,20.082369782,19.769775293,20.020569378
2011-09-07,19.956893837,19.548086686,19.954498432
2011-09-08,20.327828749,19.01575051,20.080165454
2011-09-09,19.713185441,18.689564941,19.965722099
2011-09-12,19.965468777,18.666206575,19.459601204
2011-09-13,19.800394044,18.533589372,19.078385167
2011-09-14,19.918217539,18.450084998,18.657342086
2011-09-15,20.504908821,18.605769258,19.074425141
2011-09-16,21.084065832,18.280232241,19.406925229
2011-09-19,20.833747763,18.292782435,19.376727715
2011-09-20,20.679186628,18.173143485,19.247901341
2011-09-21,20.638938551,17.955406682,19.565566226
2011-09-22,20.783628502,17.817444115,20.376625193
2011-09-23,20.801349098,17.823816103,20.456769634
2011-09-26,20.827006629,18.481684684,20.248217158
2011-09-27,20.635669029,18.243348741,20.691920694
2011-09-28,20.438318029,18.113411155,21.190523547
2011-09-29,20.047886255,18.125346917,20.810926941
2011-09-30,19.872817668,18.027953018,20.675782379
2011-10-03,19.575546259,18.001787244,21.099389581
2011-10-04,19.854522121,18.390232722,20.89432278
2011-10-05,20.091169009,18.507661771,20.557569645
2011-10-06,20.27977113,19.043552977,20.413306252
2011-10-07,20.166076674,18.571165081,20.272224257
2011-10-10,20.283166647,18.528799162,19.86727107
2011-10-11,20.443370989,18.579291047,20.140562764
2011-10-12,20.346209125,18.649871882,19.921039702
2011-10-13,20.185594298,17.876597512,19.591292205
2011-10-14,20.3421946,17.80700078,20.042924681
2011-10-17,20.353892553,18.06027456,20.387273091
2011-10-18,20.49898861,18.366482454,19.973198363
2011-10-19,20.470075649,18.268318849,19.795074183
2011-10-20,20.089555567,18.678953046,19.414863226
2011-10-21,19.907758915,18.118660684,19.140997539
2011-10-24,19.801875248,18.537459506,19.355810418
2011-10-25,19.732267306,18.575048101,19.137791963
2011-10-26,19.428650348,18.701579831,19.285637506
2011-10-27,19.543727527,19.479278461,19.127334124
2011-10-28,19.901740422,19.160116258,18.997992637
2011-10-31,19.545136619,18.762087275,19.28479575
2011-11-01,19.526985837,18.45545839,19.614464212
2011-11-02,19.743271591,18.428180204,19.594990774
2011-11-03,19.957447023,18.619241813,14.821321525
2011-11-04,19.899652078,18.771192831,15.238530352
2011-11-07,19.715526808,18.901757018,15.405830053
2011-11-08,19.749510691,19.07862494,14.405646734
2011-11-09,19.508161752,18.602286721,15.007055216
2011-11-10,19.290453719,18.708009924,14.873954179
2011-11-11,19.459488914,18.512525537,14.686780645
2011-11-14,19.419888977,18.540566656,15.192044756
2011-11-15,19.252976461,18.596320402,15.182257854
2011-11-16,19.086030859,18.267140115,15.132276247
2011-11-17,18.987507819,18.011895146,15.627382793
2011-11-18,19.176433549,18.114029572,15.550383343
2011-11-21,18.973822188,18.288107547,16.276643219
2011-11-22,19.132347567,18.151805168,16.00396187
2011-11-23,19.253202526,18.049545831,16.060809578
2011-11-24,19.265957135,18.127281103,16.142373209
2011-11-25,19.211675176,18.2194282,16.532176084
2011-11-28,19.407802605,18.065686289,15.658784996
2011-11-29,19.101840223,17.701634416,14.929374785
2011-11-30,18.968927378,18.275717854,14.617734573
2011-12-01,18.94835426,18.006215634,14.651922719
2011-12-02,18.947321421,19.500698537,15.11112658
2011-12-05,19.271074344,20.044774425,15.740129709
2011-12-06,19.37209072,19.755480008,15.617098354
2011-12-07,19.380725915,20.138779603,15.624160144
2011-12-08,19.642485226,19.689852117,15.826405833
2011-12-09,19.704811187,19.963133431,15.871490915
2011-12-12,19.686644439,19.621929437,15.768502754
2011-12-13,19.710645827,19.345452445,15.605599746
2011-12-14,19.692178978,19.711658041,15.9549751
2011-12-15,19.459688727,19.94413626,15.599404063
2011-12-16,19.841441968,20.151267194,16.272995323
2011-12-19,19.717480046,19.680528924,16.568871088
2011-12-20,19.744320745,20.031030046,16.204397289
2011-12-21,19.856424509,19.972551831,16.445806839
2011-12-22,19.835504872,20.43854523,16.512348088
2011-12-23,19.810950774,20.317984271,16.699516989
2011-12-26,19.818116852,20.316427778,16.831905791
2011-12-27,19.835578902,19.962410057,17.280493757
2011-12-28,19.76117007,20.123208385,17.601193442
2011-12-29,19.654030451,20.384580029,17.622896491
2011-12-30,19.699271987,20.407161784,17.697442165
2012-01-02,19.713776962,20.412840116,17.81599343
2012-01-03,19.971446882,21.291441572,17.868416093
2012-01-04,19.454989461,21.354586435,18.050177683
2012-01-05,19.669284248,21.622762471,18.256968004
2012-01-06,19.648587837,21.490500868,18.741589805
2012-01-09,19.640384705,21.227262712,18.968903475
2012-01-10,19.907372653,21.33691997,19.59266213
2012-01-11,20.02249637,21.537965084,20.072396117
2012-01-12,20.000246501,21.564435311,20.053234116
2012-01-13,19.684918069,20.88292672,19.551955564
2012-01-16,19.70044036,20.868448796,19.6404676
2012-01-17,19.615929716,20.117889319,19.619892545
2012-01-18,19.358359523,21.220836343,19.86483912
2012-01-19,19.769177814,21.267989286,19.886818922
2012-01-20,19.940141739,21.471721724,19.838484358
2012-01-23,19.933063709,21.635993283,19.90256462
2012-01-24,19.933011604,21.663777331,19.774634292
2012-01-25,19.829196356,21.49549381,19.695754518
2012-01-26,19.834810343,21.663736495,19.062274796
2012-01-27,19.910064156,21.22372395,19.179961709
2012-01-30,19.770227269,21.333883706,19.284409531
2012-01-31,19.765136162,21.461717228,19.338922401
2012-02-01,19.899620415,21.165572276,18.787264453
2012-02-02,20.082608606,20.908474309,19.913432234
2012-02-03,20.015789082,20.632005852,20.019609549
2012-02-06,19.882879459,20.648033982,19.898332933
2012-02-07,19.951437746,20.366244118,20.00681554
2012-02-08,19.944969752,20.495822211,19.523612551
2012-02-09,19.89804532,20.180450827,19.129927915
2012-02-10,19.902239123,20.274154536,18.870431883
2012-02-13,19.870308528,20.587991772,18.895432178
2012-02-14,19.759078181,20.533121403,19.093145863
2012-02-15,19.98378708,20.208020154,21.712863598
2012-02-16,20.283863069,20.196893156,21.063037784
2012-02-17,20.509171159,20.389573998,20.984838204
2012-02-20,20.497390931,20.352791108,20.990105287
2012-02-21,20.462830416,20.340509643,20.707614676
2012-02-22,20.30194476,20.393980732,21.401484795
2012-02-23,20.802731091,20.422355199,21.672147551
2012-02-24,20.83771241,20.292581536,21.109123872
2012-02-27,20.872399316,20.763792383,21.232138746
2012-02-28,20.772043873,20.784939126,20.469536366
2012-02-29,20.452802987,20.939475332,20.384222289
2012-03-01,20.618930131,21.625744062,20.36078579
2012-03-02,20.57867701,21.979876794,20.153508724
2012-03-05,20.473683073,21.840452396,19.89159529
2012-03-06,20.351754813,21.657137513,20.07294138
2012-03-07,20.442471444,21.749985938,20.070045181
2012-03-08,20.368537269,21.822035588,20.188820464
2012-03-09,20.490312462,22.04708487,20.015791054
2012-03-12,20.433781987,21.60880535,20.20837577
2012-03-13,20.615710376,22.911337361,19.876403072
2012-03-14,20.669882221,22.972190795,19.601350391
2012-03-15,20.284931564,23.300588031,19.942462008
2012-03-16,20.697813708,23.06146361,19.943761646
2012-03-19,20.614600337,23.198319274,19.881096456
2012-03-20,20.449218242,23.294653533,19.982081754
2012-03-21,20.458183467,23.126798186,19.696699981
2012-03-22,20.567501124,23.128558767,19.720693636
2012-03-23,20.332541182,23.195718434,19.454357856
2012-03-26,20.512606025,23.459144246,19.516546981
2012-03-27,20.415904117,23.480047534,19.829880217
2012-03-28,20.201183551,23.672131757,20.150708655
2012-03-29,20.112132854,23.418425308,20.244868973
2012-03-30,20.112549413,23.425048506,20.15357377
2012-04-02,19.810002811,23.160292525,19.837930157
2012-04-03,19.833898809,22.615552562,19.78179122
2012-04-04,19.639501021,22.215990423,19.899859675
2012-04-05,19.562697058,22.212670553,19.789747795
2012-04-06,19.568819932,22.157796598,19.810110309
2012-04-09,19.963226771,22.282048009,20.016474856
2012-04-10,19.824833225,22.184948065,20.533560588
2012-04-11,19.851946841,22.519968992,20.351563393
2012-04-12,19.949221482,22.504694049,20.496761371
2012-04-13,20.038075244,21.792123584,20.543306125
2012-04-16,19.930806697,21.558647406,20.579580614
2012-04-17,19.843259923,21.53343775,20.321256009
2012-04-18,19.880646884,21.151515988,20.100786717
2012-04-19,22.028816134,21.245314353,20.505050008
2012-04-20,21.905123399,20.9251012,20.185919671
2012-04-23,21.71571774,21.30254943,17.710837514
2012-04-24,21.56170113,21.217803879,17.452211038
2012-04-25,21.339465489,20.6956093,17.19963297
2012-04-26,21.685853266,20.935122669,16.562171214
2012-04-27,21.730284175,20.39724108,16.738637424
2012-04-30,21.712354086,20.238513984,17.156624138
2012-05-01,21.505505823,20.559947294,16.494593314
2012-05-02,21.630316772,20.26142068,17.060262442
2012-05-03,21.393231808,20.369880212,17.227792609
2012-05-04,21.28711431,19.722584904,17.324680259
2012-05-07,21.560198619,19.474189425,17.406805754
2012-05-08,21.626508153,19.319233285,17.790107243
2012-05-09,21.736632632,19.008695108,18.08950415
2012-05-10,22.085627905,18.911068003,17.949144744
2012-05-11,21.834158096,15.575703275,18.204738558
2012-05-14,21.725469571,15.282199089,18.442704282
2012-05-15,21.649815666,15.969012495,18.572088329
2012-05-16,21.659247206,15.792478852,18.393217134
2012-05-17,21.488866443,15.093128395,18.600708097
2012-05-18,21.321091002,15.126832178,18.627982391
2012-05-21,21.414674934,13.816752485,18.477744176
2012-05-22,21.316416972,15.065912309,18.502330619
2012-05-23,21.468666491,15.217181551,18.385684037
2012-05-24,21.518918019,14.941616247,18.039732186
2012-05-25,21.806886301,14.667117913,18.208897942
2012-05-28,21.77080517,14.734882961,18.256701546
2012-05-29,22.010733975,14.379697543,18.14238728
2012-05-30,21.265818852,14.697345682,17.501001119
2012-05-31,21.137140305,14.622230741,17.088756892
2012-06-01,21.352144967,14.903877549,17.546788339
2012-06-04,21.374884535,14.399933684,17.478836626
2012-06-05,21.502007686,14.859756399,17.565605177
2012-06-06,21.614563234,14.951174112,17.09097211
2012-06-07,21.635420046,14.800694683,17.004722559
2012-06-08,21.481289863,15.324629893,16.869375362
2012-06-11,21.617819828,15.261302173,17.08138942
2012-06-12,21.41262448,15.762952217,16.784928178
2012-06-13,21.156042253,16.519887986,16.927291827
2012-06-14,21.023496553,16.521851914,17.0542007
2012-06-15,21.109950378,16.640188347,17.525283566
2012-06-18,21.71743826,16.547998718,17.607982617
2012-06-19,21.969427482,16.783358428,17.922590892
2012-06-20,21.653998317,17.891247094,18.103109233
2012-06-21,21.518919651,17.918670111,18.153223662
2012-06-22,21.693578454,18.157885027,18.230147735
2012-06-25,21.550710633,18.368547207,18.377401141
2012-06-26,21.719176473,18.672665387,18.035171917
2012-06-27,21.467924735,19.385276236,18.069857325
2012-06-28,20.901566844,18.583715867,18.112098231
2012-06-29,20.908816724,17.569225863,17.675561498
2012-07-02,20.420453622,17.994177095,17.591444635
2012-07-03,20.227652506,17.480565996,17.528248297
2012-07-04,20.181354357,17.596027069,17.630206757
2012-07-05,20.021378069,16.787657975,17.87107693
2012-07-06,20.013743225,16.757010955,17.658325697
2012-07-09,20.12232959,16.997012706,17.351293639
2012-07-10,19.847914894,17.692766645,17.734832471
2012-07-11,19.650858197,17.844750102,18.412297257
2012-07-12,19.854961344,17.78632109,18.108791894
2012-07-13,19.897117886,18.93393988,18.014072597
2012-07-16,19.338987797,18.112959657,17.230447905
2012-07-17,19.46989313,17.930188136,17.118141767
2012-07-18,19.756399047,18.201091173,16.857978969
2012-07-19,21.060625041,18.053334544,17.016210075
2012-07-20,21.608988042,18.165931174,16.960521752
2012-07-23,21.478155104,19.106630082,16.977578482
2012-07-24,21.313317839,19.606742767,16.588383709
2012-07-25,21.203667844,20.011869143,16.621817601
2012-07-26,21.162523392,20.214424856,15.979145095
2012-07-27,21.349010376,20.71260094,16.078991823
2012-07-30,21.462762194,20.109312565,16.126894659
2012-07-31,20.803124324,20.222447224,16.753890018
2012-08-01,20.665070477,20.471398697,17.214307588
2012-08-02,20.709011634,19.976922254,19.34753639
2012-08-03,20.651966128,20.149387512,19.468349105
2012-08-06,20.617922718,20.230017301,19.27005735
2012-08-07,20.829016401,20.801579554,19.780122808
2012-08-08,20.516117859,20.959260523,19.888411063
2012-08-09,20.154551547,20.743360358,20.239813452
2012-08-10,19.980125313,20.758721635,20.528720319
2012-08-13,20.472126342,20.742406142,20.301874101
2012-08-14,20.50493993,20.867761278,20.254608075
2012-08-15,20.315963597,20.700974496,20.428163542
2012-08-16,20.38693548,20.477595426,20.477441248
2012-08-17,20.719459771,20.224032443,20.455643081
2012-08-20,20.485124447,20.503179925,20.768847986
2012-08-21,20.363798291,21.032678505,21.11693598
2012-08-22,20.809609472,20.8359299,20.972340395
2012-08-23,20.855038577,20.571878609,21.467570547
2012-08-24,20.831288915,20.29055735,21.345791213
2012-08-27,20.73742777,20.354332925,21.446624884
2012-08-28,20.741622537,20.271565954,21.426162832
2012-08-29,20.915290131,20.345052711,21.29707996
2012-08-30,20.709582094,20.116681596,20.627213418
2012-08-31,20.929486767,20.063845252,20.705298282
2012-09-03,20.905407951,20.04782462,20.703353755
2012-09-04,20.836486444,19.898395515,20.407452415
2012-09-05,20.750542118,19.988488383,20.031089051
2012-09-06,21.035432679,20.685939295,19.627827469
2012-09-07,21.172726055,20.889098935,20.041476414
2012-09-10,21.047624295,20.649090454,19.992172553
2012-09-11,20.891843477,21.152961797,20.322813841
2012-09-12,20.627651723,21.300914785,20.544471327
2012-09-13,20.721109495,21.764181931,20.120692139
2012-09-14,21.070529871,21.591581085,19.888841897
2012-09-17,21.246055681,21.562180164,20.051247037
2012-09-18,20.990045109,21.812201166,19.621594534
2012-09-19,21.135641647,21.899316547,20.143826735
2012-09-20,21.020814437,22.022783574,20.206800686
2012-09-21,20.792618491,21.923407247,20.98874015
2012-09-24,20.828179455,22.220510724,21.092317979
2012-09-25,20.537439497,22.091514724,21.560774031
2012-09-26,20.443891553,21.980140142,21.385051302
2012-09-27,20.825757352,22.015023083,21.139305442
2012-09-28,20.613111818,21.874542105,21.310779776
2012-10-01,20.562823234,22.125942602,21.227972799
2012-10-02,20.578583474,21.932277163,21.127311295
2012-10-03,20.521643702,21.467003659,20.859821009
2012-10-04,20.806582645,21.791519975,20.681447225
2012-10-05,20.55300669,21.633989751,20.541573065
2012-10-08,20.386557177,21.567997174,20.612873762
2012-10-09,19.885593244,21.48249678,20.776131233
2012-10-10,20.162681211,21.838021061,20.801740943
2012-10-11,20.518652213,21.878424945,21.042396131
2012-10-12,20.668181188,21.8810209,21.084552903
2012-10-15,20.372873045,22.118416802,20.666355784
2012-10-16,20.454510676,22.254412488,20.865400113
2012-10-17,20.533728043,22.167888152,21.370596105
2012-10-18,21.861461856,21.715009633,21.231708289
2012-10-19,21.908001535,21.536407003,21.356559319
2012-10-22,21.823794774,21.270810353,21.169489692
2012-10-23,21.670561437,21.153181146,21.415609354
2012-10-24,21.550781582,21.494161422,21.51258934
2012-10-25,21.329659737,21.310284446,21.868591938
2012-10-26,21.760119022,20.955135621,22.336613367
2012-10-29,21.722732995,20.912720422,22.285783621
2012-10-30,21.684829437,20.871288222,22.230798936
2012-10-31,21.20321374,21.105590158,21.545883775
2012-11-01,21.263810262,21.731049477,22.660662548
2012-11-02,21.252945768,21.503175071,23.102190037
2012-11-05,21.381707813,21.384224689,23.434816243
2012-11-06,21.316272507,21.488064215,23.76618545
2012-11-07,21.308693496,20.428386509,23.698743066
2012-11-08,21.321765765,20.658123642,23.688468517
2012-11-09,21.137899809,20.785975141,23.429429888
2012-11-12,21.027933417,20.638851454,23.552322003
2012-11-13,21.199211703,20.332686317,23.665634661
2012-11-14,20.819482084,20.267697789,24.014286812
2012-11-15,20.919843664,20.25271173,24.16795923
2012-11-16,21.178675448,20.10661018,24.061106269
2012-11-19,20.914916745,20.390228082,23.745517296
2012-11-20,21.106966852,20.255154973,23.569998459
2012-11-21,21.169680189,20.250908632,23.662113952
2012-11-22,21.139191663,20.217655325,23.592536181
2012-11-23,20.952288839,20.049254519,22.959777619
2012-11-26,21.844701863,19.959906734,23.399640114
2012-11-27,21.783116595,20.158928843,23.424317316
2012-11-28,21.75714571,20.043568666,23.167184942
2012-11-29,21.923085797,20.190231053,22.615829796
2012-11-30,22.160031864,20.070530172,22.191747659
2012-12-03,21.812989689,19.930802865,22.120476777
2012-12-04,21.786742458,19.768108462,22.121047191
2012-12-05,21.952222324,19.886088675,22.369147106
2012-12-06,21.772569981,20.009220378,22.322575435
2012-12-07,21.717588615,20.760831695,22.093601085
2012-12-10,21.382513498,20.573542667,22.224661172
2012-12-11,21.420070515,20.669340036,22.634677117
2012-12-12,21.35744294,20.593374387,22.587369361
2012-12-13,21.111548082,20.792415532,22.727828872
2012-12-14,20.992934536,20.957983681,22.684763211
2012-12-17,21.108267394,20.739239931,22.61477691
2012-12-18,21.012951219,20.483955415,22.281188914
2012-12-19,20.835085203,20.392180337,22.2991594
2012-12-20,21.091186425,20.776598604,22.358271281
2012-12-21,21.014814516,21.013475661,22.922571452
2012-12-24,20.914099873,20.987810142,22.958965235
2012-12-25,20.870783526,20.968664983,22.865008841
2012-12-26,20.589041663,21.000324802,22.856251487
2012-12-27,20.592085899,20.785474062,22.634476009
2012-12-28,20.584931666,20.716958324,22.687581422
2012-12-31,20.693487594,20.87280125,22.412368253
2013-01-01,20.649853895,20.848041065,22.308482271
2013-01-02,20.995788007,20.263604705,21.885642111
2013-01-03,20.599391341,20.20488537,21.538182229
2013-01-04,20.784686779,20.462568879,21.417622309
2013-01-07,21.07864352,20.609005523,21.723576728
2013-01-08,20.75761086,20.823946033,21.970444879
2013-01-09,20.707237572,20.852318283,21.886823494
2013-01-10,20.65260708,20.95680822,21.789433777
2013-01-11,20.896610241,21.033708509,21.158058945
2013-01-14,20.79372665,20.883371919,21.268069486
2013-01-15,20.626128888,21.144785909,20.75236865
2013-01-16,20.696755859,21.558644614,20.67102058
2013-01-17,21.11790597,21.17359651,20.959666203
2013-01-18,21.128367265,21.113739754,21.108556199
2013-01-21,21.099531155,21.082208791,21.047423466
2013-01-22,20.658831456,20.70728829,20.950735839
2013-01-23,20.410851684,20.39859656,20.886175851
2013-01-24,21.525259312,20.284836513,21.07789952
2013-01-25,22.023135868,20.860887497,20.988448497
2013-01-28,21.652764848,20.510116181,20.464498678
2013-01-29,21.456934221,20.793761544,20.527972957
2013-01-30,21.532561155,21.00159027,20.501190008
2013-01-31,21.53296919,20.913574811,20.344323384
2013-02-01,21.766040912,21.074286175,19.999720746
2013-02-04,21.37043169,21.4060133,19.983444043
2013-02-05,21.378012645,22.026055884,19.673416759
2013-02-06,21.21390294,21.711811188,20.077376664
2013-02-07,21.178360393,21.415828179,19.764822039
2013-02-08,21.145968323,21.665128771,19.724775183
2013-02-11,20.974515658,21.42998908,19.936975168
2013-02-12,21.165857181,21.505704755,20.123205002
2013-02-13,21.246761553,21.091624839,20.087505848
2013-02-14,21.17280601,21.436509568,20.244749118
2013-02-15,21.09490586,21.259013939,20.340066697
2013-02-18,21.052156488,21.212567055,20.315057162
2013-02-19,20.866679294,21.278850554,20.068574289
2013-02-20,20.668518723,21.120166245,19.799594076
2013-02-21,20.448357323,21.094172813,19.501241539
2013-02-22,20.32506226,21.121693655,19.481608626
2013-02-25,20.046364595,21.163266547,19.307011736
2013-02-26,19.993684314,20.776491409,20.070538534
2013-02-27,19.934100799,21.687412234,20.140746509
2013-02-28,20.213182313,21.352440434,20.159567023
2013-03-01,20.24475805,21.158722405,20.010467847
2013-03-04,20.409013129,20.908625619,19.996915154
2013-03-05,19.981798544,20.859430045,20.14058726
2013-03-06,19.275011221,21.043374941,20.268820236
2013-03-07,18.973730844,21.254585041,20.302942926
2013-03-08,18.993770278,20.652090478,20.229360115
2013-03-11,18.7861491,20.528756005,20.265659532
2013-03-12,18.963023993,20.575655671,20.418341257
2013-03-13,18.148332267,20.289013746,20.511617771
2013-03-14,18.343209377,20.77573199,20.517342884
2013-03-15,17.964447665,19.778776218,21.051128494
2013-03-18,17.854537594,19.738489516,21.299848139
2013-03-19,18.325290644,19.708419664,20.964770206
2013-03-20,18.785500751,19.284705695,21.145652926
2013-03-21,19.267167822,19.114361206,20.763637796
2013-03-22,19.2619619,19.260881385,20.883099597
2013-03-25,18.4919287,19.123140696,20.893201094
2013-03-26,18.689123754,18.934304413,20.933586696
2013-03-27,18.753750396,18.304169265,21.569247795
2013-03-28,19.629014331,17.869652192,21.114426573
2013-03-29,19.624984769,17.885738519,21.088098103
2013-04-01,20.405234144,18.517862815,20.593151102
2013-04-02,20.494865489,18.693468566,20.25663663
2013-04-03,20.387258204,18.091923355,20.098374959
2013-04-04,20.489485688,18.319858446,20.347431571
2013-04-05,20.53801674,18.910312781,20.438517735
2013-04-08,20.574645514,19.104302465,20.039683986
2013-04-09,20.484365123,19.07640188,20.001921636
2013-04-10,20.580383314,18.99398433,20.265627774
2013-04-11,20.844508587,18.954502988,19.601438729
2013-04-12,20.738489015,18.889162509,19.794932455
